Unet_final,Unet_final_pp
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.6428571428571429,0.0
0.5882352941176471,0.4117647058823529
0.7241379310344828,0.6551724137931034
0.7222222222222222,0.7352941176470589
0.9361702127659575,0.9148936170212766
0.75,0.7534246575342466
0.8205128205128205,0.8831168831168831
0.8666666666666667,0.7662337662337663
0.7586206896551724,0.6363636363636364
0.5490196078431373,0.5098039215686274
0.45098039215686275,0.46938775510204084
0.6888888888888889,0.7674418604651163
0.6493506493506493,0.6329113924050633
0.46226415094339623,0.4205607476635514
0.2727272727272727,0.3442622950819672
0.20175438596491227,0.2358490566037736
0.40476190476190477,0.35454545454545455
0.29333333333333333,0.3484848484848485
0.32926829268292684,0.4383561643835616
0.4,0.4084507042253521
0.328125,0.265625
0.6764705882352942,0.33653846153846156
0.7128712871287128,0.20408163265306123
0.6242038216560509,0.4066666666666667
0.7391304347826086,0.6577540106951871
0.39473684210526316,0.6236559139784946
0.7808219178082192,0.6853146853146853
0.44554455445544555,0.48
0.25316455696202533,0.19480519480519481
0.3670886075949367,0.2564102564102564
0.4296875,0.2661290322580645
0.5714285714285714,0.3050847457627119
0.4244604316546763,0.2047244094488189
0.5074626865671642,0.3559322033898305
0.41025641025641024,0.3125
0.23076923076923078,0.23076923076923078
0.2549019607843137,0.1836734693877551
0.4098360655737705,0.3050847457627119
0.37349397590361444,0.5063291139240507
0.5217391304347826,0.5625
0.46511627906976744,0.2804878048780488
0.6956521739130435,0.5625
0.7659574468085106,0.6739130434782609
0.6122448979591837,0.5
0.99786376953125,0.99798583984375
0.6078431372549019,0.6923076923076923
0.48936170212765956,0.4791666666666667
0.4375,0.43902439024390244
0.40963855421686746,0.40476190476190477
0.4583333333333333,0.4305555555555556
0.15384615384615385,0.11538461538461539
0.34210526315789475,0.4
0.29545454545454547,0.37777777777777777
0.7916666666666666,0.8
0.5416666666666666,0.5909090909090909
0.35294117647058826,0.35294117647058826
0.8461538461538461,0.6923076923076923
0.25,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8181818181818182,0.6923076923076923
0.5217391304347826,0.5294117647058824
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
